build_id,build_lat,build_lon,build_start_dt,build_end_dt,coll_id,coll_dt,coll_lat,coll_lon,radius
6428901,47.56974742,-122.3862476,5/28/2015,10/3/2017,162244273,12/21/2016,47.61104248,-122.2926248,880
6415654,47.63596506,-122.3262126,4/17/2015,3/31/2017,162244275,12/9/2016,47.61524975,-122.3188145,1823
6335178,47.61911369,-122.317189,5/3/2013,11/4/2014,162244276,12/19/2016,47.59918656,-122.3184327,1567
6162727,47.56122456,-122.381916,9/19/2013,9/21/2015,162244277,12/22/2016,47.68304824,-122.2904789,1692
6472745,47.70619241,-122.3258761,2/3/2016,3/17/2017,162244278,12/16/2016,47.61992218,-122.3188886,916
6406689,47.59298589,-122.3834815,5/23/2015,11/22/2016,162244279,12/14/2016,47.60167042,-122.3043935,623
6334368,47.65502413,-122.2979185,7/12/2013,2/10/2015,162244280,12/2/2016,47.66567996,-122.3152286,1700
6405584,47.67825665,-122.3169008,11/16/2015,6/7/2017,162244281,12/28/2016,47.60933797,-122.3251391,2225
6426748,47.64144415,-122.3249605,3/10/2015,8/17/2017,162244283,12/7/2016,47.70691554,-122.3581285,2105
6291990,47.7325639,-122.3559097,10/8/2013,8/28/2015,162244284,11/9/2016,47.73412886,-122.3445526,2035
6403730,47.62893599,-122.3414135,8/21/2014,4/11/2016,162244285,11/8/2016,47.72324412,-122.3575708,375
6410710,47.67985766,-122.3233612,12/11/2015,8/31/2017,162244287,10/29/2016,47.7338983,-122.3080219,1875
6268969,47.62490137,-122.3655399,12/18/2014,12/18/2014,162244289,11/27/2016,47.70165782,-122.3767686,1212
6282461,47.56965147,-122.2901043,6/2/2014,3/23/2016,162244291,12/21/2016,47.65431603,-122.3362755,927
6367752,47.62677806,-122.3417152,6/10/2014,5/26/2016,162244292,11/15/2016,47.52541673,-122.3347623,1993
6347128,47.66277096,-122.3167336,9/7/2013,7/16/2015,162244293,12/3/2016,47.5267845,-122.2771748,2104
6284321,47.61698493,-122.3319657,9/21/2015,12/8/2017,162244298,12/23/2016,47.60888952,-122.3285701,2252
6354400,47.64804333,-122.3566887,5/21/2015,1/23/2017,162244301,11/13/2016,47.54528535,-122.3338216,1940
6471574,47.60567954,-122.3273468,5/9/2016,10/2/2017,162244302,11/16/2016,47.54365488,-122.3341907,2363
6340569,47.61523711,-122.338364,5/24/2013,10/8/2015,162244303,12/9/2016,47.60956945,-122.3245856,1415
6327888,47.5797349,-122.3113805,3/19/2015,5/24/2017,162244304,11/13/2016,47.51727252,-122.3401308,1082
6338691,47.67062562,-122.3794832,9/17/2013,3/6/2015,162244306,12/6/2016,47.55492434,-122.3342148,438
6270553,47.66786255,-122.3811338,11/30/2015,12/2/2015,162244307,12/21/2016,47.54635981,-122.3871988,1566
6323430,47.59055076,-122.2920699,10/22/2013,12/4/2015,162244309,11/10/2016,47.73412843,-122.3450971,1523
6223833,47.61946557,-122.3549321,2/24/2015,2/8/2017,162244312,12/1/2016,47.65552862,-122.324564,1232
6498620,47.56574477,-122.377096,10/24/2016,10/31/2017,162244314,11/16/2016,47.53960566,-122.3345028,2253
6485563,47.58929449,-122.3157099,8/24/2016,1/22/2018,162244316,12/23/2016,47.57835019,-122.2987144,2345
6432554,47.65218971,-122.3488791,7/7/2015,12/12/2016,162244317,12/20/2016,47.58716755,-122.3341972,2111
6357335,47.60189636,-122.3218343,5/21/2014,12/22/2015,162244322,3/2/2017,47.59039783,-122.3365648,1594
6349605,47.61067146,-122.3395868,3/13/2015,10/16/2017,162244323,3/6/2017,47.62454698,-122.3410437,1802
6330639,47.61728899,-122.316704,6/18/2013,10/30/2014,162244327,4/27/2017,47.68395084,-122.3007809,1269
6371164,47.67607614,-122.3184738,3/11/2014,9/30/2015,162244329,3/3/2017,47.59552679,-122.2975711,206
6226141,47.64464664,-122.3261037,7/30/2015,4/20/2017,162244330,3/6/2017,47.58730868,-122.321392,2110
6445064,47.58864636,-122.3113702,11/30/2015,7/3/2017,162244331,3/7/2017,47.69468153,-122.3798033,1523
6151786,47.56709607,-122.3648987,8/5/2013,5/19/2017,162244332,3/2/2017,47.60126835,-122.3128789,1950
6306055,47.6575664,-122.3158551,8/13/2013,2/23/2015,162244336,3/1/2017,47.65539516,-122.3473234,2041
6170569,47.66838544,-122.3720069,11/13/2013,11/15/2013,162244337,4/29/2017,47.71873286,-122.3622989,620
6380059,47.62334132,-122.3345852,12/31/2014,3/27/2017,162244339,12/24/2016,47.6121166,-122.3424011,2281
6450358,47.65108945,-122.3519223,7/26/2016,7/24/2017,162244340,12/19/2016,47.61316683,-122.3421927,1431
6356725,47.54894465,-122.3875175,10/29/2013,8/31/2015,162244342,12/23/2016,47.64262436,-122.3470547,1117
6191419,47.56349829,-122.3764051,8/4/2014,9/26/2016,162244344,12/25/2016,47.65274206,-122.3762104,84
6334523,47.64614289,-122.3249911,9/18/2014,6/14/2016,162244345,12/24/2016,47.60724758,-122.3301373,98
6339006,47.61975799,-122.314684,5/15/2013,9/5/2014,162244346,12/22/2016,47.60484127,-122.3240969,1871
6378214,47.60024388,-122.3350917,9/29/2014,5/25/2016,162244347,12/26/2016,47.61438807,-122.3376536,1234
6303152,47.66249799,-122.3167672,9/7/2013,7/16/2015,162244348,12/26/2016,47.60655275,-122.3317981,454
6331518,47.60009582,-122.328416,4/11/2014,6/28/2016,162244349,12/23/2016,47.6422552,-122.3466961,2110
6398645,47.62233781,-122.3165435,1/6/2015,6/1/2016,162244353,3/9/2017,47.60820952,-122.3420481,1461
6366004,47.65310607,-122.3431802,5/17/2014,7/29/2016,162244355,2/24/2017,47.53330493,-122.3469578,2355
6429047,47.71343606,-122.314673,3/30/2015,10/12/2016,162244357,3/7/2017,47.62658452,-122.368357,1885
6314548,47.61754059,-122.3362194,3/4/2014,8/26/2015,162244362,2/25/2017,47.5582535,-122.2852432,522
6359891,47.70488348,-122.3395486,10/5/2013,8/13/2014,162244364,3/8/2017,47.62559164,-122.3670222,815
6314549,47.56013448,-122.3864298,8/15/2013,6/2/2015,162244365,2/25/2017,47.54891937,-122.2868481,677
6337899,47.69034191,-122.3584354,11/14/2014,9/8/2016,162244366,3/3/2017,47.72198541,-122.2936427,665
6428629,47.65026619,-122.321914,6/8/2015,3/29/2017,162244367,4/27/2017,47.57694363,-122.2970769,1387
6378510,47.61067146,-122.3395868,10/3/2014,5/24/2017,162244369,4/28/2017,47.53370527,-122.3663218,2123
6367473,47.66461107,-122.3171825,5/30/2014,5/30/2017,162244371,4/24/2017,47.71624444,-122.2970279,1280
6403673,47.659998,-122.3211243,6/10/2015,2/28/2017,162244372,3/6/2017,47.65762764,-122.3866457,1292
6407331,47.67330639,-122.3766959,3/23/2016,9/22/2017,162244373,3/2/2017,47.66505286,-122.3788892,2068
6307282,47.61336267,-122.3190838,9/13/2013,7/7/2015,162244376,2/24/2017,47.6991652,-122.3446242,2413
6410711,47.65162035,-122.3129426,3/26/2015,5/15/2017,162244377,3/7/2017,47.62943685,-122.372087,2128
6352586,47.61172224,-122.3157095,7/3/2014,8/3/2015,162244378,4/28/2017,47.51684994,-122.26982,824
6436863,47.55728664,-122.3818713,4/23/2015,12/14/2016,162244379,3/8/2017,47.5612705,-122.3813813,301
6370623,47.62266792,-122.3250251,4/14/2014,5/8/2015,162244380,4/28/2017,47.57167629,-122.364619,1251
6369324,47.62154693,-122.3401645,11/22/2013,4/16/2015,162244381,4/27/2017,47.66028884,-122.3319693,1262
6164894,47.61070574,-122.3413759,10/1/2014,4/27/2017,162244382,3/1/2017,47.61411042,-122.3398221,1405
6374401,47.66554497,-122.3178776,2/25/2015,7/14/2016,162244384,4/29/2017,47.59937385,-122.2865078,2335
6314268,47.62069226,-122.3413943,9/9/2014,6/15/2016,162244385,4/28/2017,47.63524418,-122.3015654,1668
6322630,47.62366955,-122.3603143,1/23/2015,1/23/2015,162244388,4/27/2017,47.6202339,-122.3127157,273
6461431,47.5396309,-122.2819217,12/7/2015,4/18/2017,162244390,4/27/2017,47.51984119,-122.2661609,299
6382268,47.66976863,-122.3815462,7/18/2014,2/19/2016,162244391,4/27/2017,47.57835307,-122.3043369,762
6285569,47.61834907,-122.3483306,6/5/2013,9/22/2014,162244392,3/6/2017,47.57375259,-122.2967039,2045
6345829,47.65646419,-122.3181508,5/5/2015,2/21/2017,162244394,3/16/2017,47.57980933,-122.3259767,1978
6402967,47.64880393,-122.340799,6/17/2014,11/17/2016,162244396,2/25/2017,47.61236773,-122.3348195,1956
6402966,47.64880393,-122.340799,6/17/2014,11/17/2016,162244397,3/15/2017,47.66866691,-122.3762145,1811
6365079,47.58580679,-122.3231212,10/2/2013,6/11/2015,162244401,3/13/2017,47.69233909,-122.3297373,644
6414126,47.72369199,-122.3067701,10/7/2015,7/11/2017,162244402,3/25/2017,47.73389063,-122.3073444,1068
6442754,47.58195201,-122.357711,2/28/2015,1/26/2016,162244404,3/17/2017,47.55110537,-122.3342171,290
6332258,47.69908317,-122.3281009,6/6/2015,3/3/2017,162244405,3/14/2017,47.6164432,-122.3101507,2024
6430723,47.66697624,-122.3139188,8/19/2015,5/12/2017,162244406,3/21/2017,47.53704013,-122.2840537,446
6368859,47.64827306,-122.3357527,1/7/2015,3/23/2017,162244408,3/26/2017,47.54750295,-122.3214389,2154
6360802,47.65295277,-122.3559441,8/18/2014,11/20/2015,162244409,3/20/2017,47.53580689,-122.2808897,1156
6511148,47.58762597,-122.3066973,9/13/2016,9/8/2017,162244412,2/28/2017,47.61849265,-122.326726,13
6330059,47.65155384,-122.3443593,5/1/2013,11/13/2014,162244413,2/27/2017,47.62326368,-122.3126233,1273
6387901,47.6223157,-122.3419568,9/16/2015,6/6/2017,162244414,2/27/2017,47.64935315,-122.3052814,607
6309251,47.61727963,-122.303478,4/4/2014,1/19/2017,162244415,2/26/2017,47.66217921,-122.3131157,1269
6501703,47.61619705,-122.3178559,6/3/2016,2/26/2018,162244418,2/27/2017,47.56121047,-122.3254697,1463
6365080,47.58577803,-122.3218707,10/2/2013,6/11/2015,162244420,2/27/2017,47.59193183,-122.3290479,82
6360716,47.65575639,-122.3166677,3/7/2014,10/27/2015,162244421,3/2/2017,47.68871627,-122.3377713,776
6358207,47.63686807,-122.3275734,7/25/2013,8/25/2014,162244423,3/8/2017,47.61040746,-122.3261169,1327
6443241,47.65417021,-122.373318,3/18/2016,6/30/2017,162244424,3/9/2017,47.61971961,-122.3423917,1184
6285190,47.62008761,-122.3479865,11/26/2013,4/18/2016,162244425,3/6/2017,47.67682047,-122.3767611,771
6524262,47.59363323,-122.2963906,10/20/2016,10/4/2017,162244428,2/24/2017,47.61108616,-122.3221346,528
6412991,47.69809112,-122.3492993,3/14/2016,11/2/2017,162244429,3/6/2017,47.61096395,-122.3404521,818
6387467,47.61709778,-122.3375332,8/24/2015,2/15/2018,162244432,2/20/2017,47.73412886,-122.3445526,858
6153914,47.55680616,-122.3864579,6/3/2013,11/20/2014,162244434,3/1/2017,47.73396449,-122.3140973,657
6499091,47.53942119,-122.3714939,11/15/2016,11/15/2017,162244436,2/27/2017,47.70858579,-122.3219204,2403
6439675,47.6223157,-122.3419568,6/30/2015,5/4/2017,162244437,4/28/2017,47.67489631,-122.4063622,578
6383857,47.64827306,-122.3357527,1/7/2015,3/23/2017,162244439,2/28/2017,47.6539967,-122.3806054,1804
6451574,47.66196595,-122.3041538,7/25/2015,9/19/2016,162244442,2/27/2017,47.64681661,-122.4036179,1407
6368063,47.6711164,-122.3885174,4/8/2014,9/21/2015,162244443,4/28/2017,47.61449558,-122.3404737,1486
6339621,47.56173976,-122.2672787,6/19/2013,4/30/2015,162244446,7/8/2017,47.62468353,-122.3364802,1064
6420528,47.66998377,-122.3825021,9/23/2015,7/18/2017,162244448,6/30/2017,47.67597092,-122.3842823,389
6295045,47.66414599,-122.3166552,4/29/2013,9/25/2014,162244450,7/7/2017,47.56199176,-122.3631232,1962
6477308,47.66570781,-122.2803019,5/24/2016,10/5/2017,162244451,6/4/2017,47.73194886,-122.2931045,2137
6355138,47.66418156,-122.3701391,11/21/2013,8/25/2014,162244452,7/2/2017,47.61408516,-122.3194468,1371
6365990,47.63892905,-122.3758351,6/20/2014,12/18/2015,162244453,6/14/2017,47.6769175,-122.3173782,2293
6371235,47.67607614,-122.3184738,4/29/2014,10/5/2015,162244454,7/2/2017,47.53231037,-122.3228177,2026
6359768,47.65577125,-122.3170365,3/7/2014,10/27/2015,162244456,6/17/2017,47.62544337,-122.3343443,433
6337450,47.66476705,-122.2839396,6/4/2013,7/1/2014,162244457,6/27/2017,47.5640766,-122.3761893,786
6412958,47.66222901,-122.3061952,2/9/2015,11/14/2016,162244459,6/28/2017,47.57980943,-122.3282885,1813
6471782,47.55189388,-122.3819111,12/16/2015,10/14/2016,162244460,6/23/2017,47.65521099,-122.3256981,2000
6345134,47.62001578,-122.3419767,7/24/2013,9/29/2014,162244461,7/14/2017,47.66501938,-122.35396,1374
6398636,47.66392536,-122.3062412,8/20/2014,6/24/2015,162244462,6/14/2017,47.67435207,-122.3231357,392
6317587,47.65673138,-122.3201138,2/26/2014,3/31/2016,162244464,7/2/2017,47.72320983,-122.339583,1406
6418212,47.64626509,-122.3603139,11/21/2014,6/30/2016,162244465,2/27/2017,47.57309061,-122.3078975,1015
6286988,47.59718925,-122.3189599,6/21/2013,1/7/2015,162244466,3/4/2017,47.67860725,-122.384293,1881
6455573,47.69172722,-122.3426662,11/21/2016,3/12/2018,162244467,4/19/2017,47.69050671,-122.3371988,457
6303090,47.72859378,-122.3166394,4/26/2013,3/30/2015,162244468,2/24/2017,47.71819368,-122.2951515,1953
6383355,47.56270022,-122.3857949,5/24/2016,3/13/2018,162244470,3/3/2017,47.59745463,-122.3289732,863
6424994,47.6740228,-122.3753048,6/19/2015,3/13/2018,162244471,2/27/2017,47.54932412,-122.27813,690
6383919,47.61757294,-122.3239217,8/12/2015,2/22/2017,162244472,2/26/2017,47.53901683,-122.3347352,225
6526803,47.68004583,-122.3764168,6/24/2016,3/14/2018,162244475,2/27/2017,47.60492647,-122.3356856,2453
6406532,47.63253209,-122.3503278,12/9/2014,6/10/2016,162244476,2/27/2017,47.61281375,-122.351186,709
6412408,47.63849474,-122.3769606,10/14/2015,10/10/2016,162244477,7/13/2017,47.66130395,-122.3184199,1198
6499769,47.67566271,-122.3134801,10/28/2016,3/2/2018,162244478,7/8/2017,47.60517845,-122.3397726,518
6378644,47.63854074,-122.3262016,6/14/2016,3/19/2018,162244479,7/22/2017,47.55645011,-122.3876536,410
6380693,47.61632879,-122.3330523,1/6/2015,6/5/2017,162244480,7/5/2017,47.61735578,-122.3453117,412
6421330,47.66673716,-122.3831091,6/17/2015,11/18/2016,162244481,6/30/2017,47.6208638,-122.3358571,60
6485841,47.6774562,-122.3184672,7/15/2016,2/15/2018,162244482,7/5/2017,47.53973275,-122.3367256,592
6363305,47.60185619,-122.3170459,2/3/2014,5/27/2015,162244483,7/4/2017,47.53097365,-122.3550492,617
6418661,47.5735097,-122.3224022,1/13/2015,7/14/2016,162244484,7/5/2017,47.68983279,-122.3633216,18
6353536,47.61665268,-122.3326278,8/22/2013,4/3/2015,162244485,7/20/2017,47.60612546,-122.3222024,413
6404209,47.56015663,-122.2910966,10/16/2014,4/15/2016,162244486,7/9/2017,47.70239956,-122.3607427,1477
6448374,47.66389117,-122.3038142,8/17/2015,6/7/2017,162244487,7/27/2017,47.62481549,-122.3198809,2309
6319992,47.67554783,-122.3872397,3/3/2014,5/18/2016,162244488,7/8/2017,47.67091621,-122.3875874,644
6456440,47.71787303,-122.2944766,8/12/2015,8/18/2017,162244489,7/6/2017,47.71927875,-122.2952331,717
6249284,47.65577125,-122.3170365,3/7/2014,10/27/2015,162244490,7/5/2017,47.68162466,-122.3228826,1965
6354902,47.66142742,-122.3033452,4/30/2015,8/31/2016,162244491,7/21/2017,47.66813983,-122.3855784,2500
6343745,47.50381028,-122.2645327,12/30/2015,10/6/2016,162244492,7/4/2017,47.66286708,-122.3357947,1690
6446552,47.66974927,-122.385144,3/18/2015,10/14/2016,162244493,7/22/2017,47.67008203,-122.3118915,1434
6370621,47.68566128,-122.2843148,3/25/2015,5/3/2017,162244494,7/27/2017,47.57947494,-122.3133819,299
6392906,47.63211623,-122.3415276,4/24/2015,8/24/2017,162244495,7/9/2017,47.67262222,-122.3065094,221
6456468,47.55009055,-122.3319557,7/7/2016,10/12/2017,162244500,7/3/2017,47.66695981,-122.3553963,1567
6354431,47.65201447,-122.3417162,10/13/2014,8/14/2015,162244503,7/5/2017,47.52376991,-122.3645317,785
6336571,47.61974247,-122.3175114,10/10/2014,12/3/2015,162244504,7/8/2017,47.52317419,-122.3933214,2440
6364158,47.65157136,-122.3423224,2/13/2014,7/7/2015,162244506,7/8/2017,47.62539318,-122.3397351,162
6405422,47.65236628,-122.3488764,5/22/2015,11/14/2016,162244507,7/13/2017,47.73294585,-122.3235054,1268
6366532,47.61395165,-122.3241443,8/6/2015,10/30/2017,162244508,7/1/2017,47.57280328,-122.4140718,2411
6511999,47.70619241,-122.3258761,1/8/2016,3/17/2017,162244514,6/30/2017,47.62324558,-122.3482627,204
6338471,47.66115206,-122.3757857,9/19/2014,2/23/2017,162244515,6/30/2017,47.54134178,-122.3958203,541
6316847,47.61717726,-122.3166999,10/15/2014,1/24/2017,162244517,6/29/2017,47.61626113,-122.3404863,1674
6389877,47.66111774,-122.3410771,6/27/2014,12/30/2015,162244518,6/29/2017,47.64658286,-122.383348,1186
6435512,47.59944557,-122.3049645,8/12/2015,9/30/2016,162244519,6/29/2017,47.61414985,-122.3020427,879
6300376,47.62326209,-122.3143469,12/5/2013,12/31/2014,162244520,6/28/2017,47.6199463,-122.315619,627
6507010,47.61932384,-122.3039166,7/16/2016,8/17/2017,162244521,6/28/2017,47.65589325,-122.3208541,1414
6330647,47.66786255,-122.3811338,8/8/2013,9/16/2015,162244524,6/28/2017,47.5337628,-122.3459736,556
6483608,47.71573816,-122.3353047,6/8/2016,8/29/2017,162244526,6/29/2017,47.61372707,-122.3391736,1363
6439861,47.65375456,-122.3129066,11/16/2015,1/6/2017,162244527,6/29/2017,47.6264821,-122.3391276,838
6371460,47.70598796,-122.3348714,10/14/2014,5/12/2016,162244528,6/28/2017,47.52919147,-122.3739327,1079
6303311,47.61992997,-122.347342,5/31/2013,12/19/2014,162244529,7/19/2017,47.60583916,-122.3311461,216
6414739,47.61788237,-122.3042526,12/19/2014,1/25/2017,162244530,6/29/2017,47.66503748,-122.3661875,1616
6369962,47.64120991,-122.3250063,10/30/2014,4/12/2016,162244535,6/28/2017,47.56018192,-122.3628841,1527
6377592,47.61361762,-122.3185288,12/9/2014,9/22/2016,162244536,6/29/2017,47.57162902,-122.3134077,51
6365983,47.64790943,-122.3381579,10/24/2014,9/26/2016,162244537,7/18/2017,47.6242787,-122.3291637,955
6287799,47.57054446,-122.2914076,11/20/2013,2/20/2015,162244539,7/13/2017,47.64385527,-122.3761733,1122
6423126,47.62037689,-122.323355,10/8/2015,5/3/2017,162244540,6/30/2017,47.66175394,-122.3421307,437
6324793,47.61652519,-122.3373688,7/11/2013,10/8/2015,162244542,7/18/2017,47.69537783,-122.3767971,1222
6485840,47.68187905,-122.2881326,4/28/2016,3/27/2017,162244543,7/18/2017,47.57139257,-122.3341937,636
6430039,47.69074327,-122.3743557,5/28/2015,12/28/2016,162244547,8/1/2017,47.71231922,-122.3448137,1290
6343532,47.61445083,-122.3227283,3/18/2014,1/29/2016,162244548,6/30/2017,47.61473136,-122.3026644,1272
6182636,47.66172677,-122.3175613,10/16/2015,6/9/2016,162244549,7/31/2017,47.61349514,-122.3167845,2462
6433185,47.62629031,-122.3226863,4/13/2016,3/5/2018,162244550,7/28/2017,47.62559164,-122.3670222,799
6366219,47.66967529,-122.3879285,2/12/2015,8/15/2016,162244551,7/28/2017,47.55389153,-122.3869869,2384
6461700,47.59600159,-122.3162261,12/2/2015,1/19/2017,162244552,7/19/2017,47.61497155,-122.3492125,504
6488356,47.60247849,-122.3210096,5/23/2016,2/28/2018,162244554,7/19/2017,47.64087739,-122.3258899,2372
6434860,47.61457019,-122.3340078,8/25/2015,5/9/2017,162244555,7/19/2017,47.5685375,-122.3392599,300
6391164,47.6597373,-122.3204409,11/4/2014,1/19/2016,162244558,7/18/2017,47.60100347,-122.3022358,1195
6319158,47.60673038,-122.3203603,12/18/2015,9/1/2017,162244559,7/18/2017,47.57189548,-122.360733,502
6380969,47.65310607,-122.3431802,8/29/2014,11/2/2016,162244560,6/29/2017,47.60767788,-122.3243919,153
6504245,47.60642739,-122.3230445,9/24/2016,2/5/2018,162244562,7/1/2017,47.60931643,-122.3404667,1881
6453012,47.66306259,-122.3002169,6/19/2015,11/21/2016,162244564,7/1/2017,47.56287242,-122.3796866,1810
6461843,47.65797676,-122.3141094,6/23/2016,10/2/2017,162244566,6/30/2017,47.58364221,-122.2981446,2482
6392547,47.60138873,-122.3034577,2/7/2015,7/12/2016,162244567,7/1/2017,47.58617012,-122.3290623,949
6383259,47.66974927,-122.385144,3/26/2015,12/5/2016,162244568,7/1/2017,47.62578475,-122.335817,1304
6339340,47.61523711,-122.338364,10/15/2013,2/25/2016,162244570,6/30/2017,47.6251195,-122.3423397,1840
6354261,47.62154693,-122.3401645,1/31/2014,5/5/2015,162244571,7/1/2017,47.60004423,-122.3341849,663
6407198,47.61269306,-122.3009915,3/2/2015,5/27/2016,162244572,6/16/2017,47.61294056,-122.2961992,211
6437982,47.63002641,-122.3414234,7/20/2015,6/30/2017,162244573,6/16/2017,47.61393023,-122.3278046,1783
6453820,47.60413073,-122.304823,10/22/2015,9/30/2016,162244575,6/17/2017,47.58849201,-122.3058896,1731
6404205,47.5592093,-122.2904265,10/16/2014,4/20/2016,162244576,6/19/2017,47.68304517,-122.2870799,706
6325848,47.61508327,-122.3224407,5/22/2014,10/16/2015,162244577,6/18/2017,47.66212578,-122.3453218,558
6472951,47.71250742,-122.3550567,1/26/2016,3/31/2017,162244579,7/26/2017,47.5729186,-122.2940056,1705
6393303,47.58831146,-122.3065108,6/18/2014,7/9/2015,162244580,7/26/2017,47.57694363,-122.2970769,273
6324871,47.65713971,-122.3152862,8/20/2013,2/17/2015,162244582,6/19/2017,47.66091063,-122.2989266,2053
6380259,47.66767445,-122.374504,8/11/2014,9/30/2016,162244583,6/18/2017,47.71652459,-122.3341233,2207
6345269,47.62221174,-122.3355992,8/22/2013,9/12/2014,162244584,6/18/2017,47.68051606,-122.3174353,2179
6426745,47.61779708,-122.3052776,7/30/2015,10/24/2017,162244585,6/18/2017,47.68326298,-122.3660103,1777
6120993,47.67747634,-122.3268962,10/9/2013,3/20/2015,162244588,6/15/2017,47.64941523,-122.3485851,2421
6375003,47.65828261,-122.3045429,3/5/2014,4/21/2015,162244589,6/18/2017,47.55645157,-122.2841024,768
6458649,47.63115019,-122.3427607,8/27/2015,11/2/2017,162244594,6/15/2017,47.62027816,-122.3358618,2435
6327387,47.60967965,-122.3297856,5/30/2013,3/24/2015,162244596,6/15/2017,47.64449322,-122.3258827,1875
6343550,47.61445083,-122.3227283,1/21/2014,4/27/2015,162244597,7/27/2017,47.61971048,-122.3397784,774
6315298,47.56931261,-122.3871171,7/17/2014,2/14/2018,162244601,7/11/2017,47.70890461,-122.2801723,1137
6301684,47.62158027,-122.3556997,9/5/2013,10/16/2015,162244602,7/21/2017,47.70816807,-122.3350952,633
6347504,47.61430491,-122.3164393,1/3/2014,12/15/2017,162244604,6/18/2017,47.63074651,-122.2854636,1973
6514644,47.543365,-122.3212207,9/14/2016,3/21/2018,162244605,6/16/2017,47.62370038,-122.3219986,683
6378522,47.62366408,-122.322307,5/24/2014,11/19/2015,162244606,6/18/2017,47.60882096,-122.3400134,284
6470571,47.68240595,-122.3253141,7/22/2016,11/15/2017,162244607,6/14/2017,47.53618246,-122.331277,1822
6404208,47.55937436,-122.2910721,10/16/2014,4/15/2016,162244609,6/22/2017,47.61061829,-122.3408991,217
6345785,47.62251637,-122.3339166,10/2/2013,5/13/2015,162244610,7/10/2017,47.5719244,-122.3089374,1181
6360806,47.55988171,-122.2898098,10/16/2014,4/15/2016,162244612,6/15/2017,47.57692728,-122.3820788,1343
